maximum_nights,extra_people,guests_included,beds,availability_365,accommodates,bedrooms,host_listings_count,host_for,number_of_reviews_ltm,minimum_nights,bathrooms,secure,cleaning_fee,room_type_private_room,host_acceptance_rate,elevator,white_goods,host_response_rate,security_deposit,government,review_scores_value,area_name_salamanca,area_name_san_blas,price
365,11.0,2,1.0,304,4,1.0,54.0,3067,14,3,1.0,0.0,1.0,0,4.0,1.0,1.0,4.0,1.0,1.0,9.0,0,0,95.0
1125,5.0,1,1.0,0,2,1.0,3.0,777,0,4,1.0,0.0,1.0,1,1.0,0.0,1.0,4.0,0.0,0.0,9.0,0,0,20.0
5,0.0,1,2.0,364,2,0.0,1.0,646,0,1,1.0,0.0,0.0,1,2.0,0.0,1.0,4.0,0.0,0.0,9.0,0,0,250.0
1125,15.0,4,2.0,276,4,1.0,24.0,887,5,2,1.0,0.0,1.0,0,4.0,1.0,1.0,4.0,1.0,1.0,9.0,0,0,85.0
1125,27.0,2,5.0,0,6,2.0,74.0,1548,9,1,2.5,0.0,0.0,0,4.0,0.0,1.0,4.0,0.0,0.0,8.0,1,0,122.0
7,0.0,1,3.0,0,2,2.0,1.0,646,0,3,1.0,0.0,0.0,1,4.0,0.0,0.0,4.0,0.0,1.0,8.0,0,0,850.0
1125,0.0,1,1.0,0,2,1.0,26.0,648,0,2,2.0,0.0,1.0,1,4.0,1.0,1.0,4.0,1.0,0.0,9.0,0,0,35.0
1125,10.0,1,1.0,269,1,1.0,2.0,1385,2,3,1.0,0.0,1.0,1,3.0,1.0,1.0,4.0,0.0,1.0,10.0,0,0,30.0
1125,0.0,1,1.0,0,2,1.0,26.0,648,0,2,3.0,0.0,1.0,1,4.0,1.0,1.0,4.0,1.0,0.0,10.0,0,0,40.0
1000,0.0,1,1.0,99,2,1.0,2.0,1426,39,3,1.0,0.0,1.0,0,4.0,1.0,1.0,4.0,1.0,1.0,9.0,0,0,60.0
20,0.0,1,2.0,0,3,2.0,1.0,1347,0,1,1.0,1.0,0.0,0,4.0,1.0,1.0,4.0,0.0,0.0,9.0,0,0,100.0
1125,0.0,1,1.0,264,1,1.0,4.0,1707,1,90,1.5,0.0,1.0,1,4.0,1.0,1.0,4.0,0.0,1.0,9.0,0,0,12.0
1125,0.0,1,1.0,0,2,1.0,3.0,1797,0,2,1.0,0.0,0.0,1,4.0,1.0,0.0,4.0,0.0,1.0,10.0,0,0,38.0
1125,15.0,6,7.0,326,10,3.0,126.0,1276,0,1,2.0,0.0,1.0,0,4.0,0.0,1.0,4.0,1.0,0.0,10.0,0,0,132.0
1125,15.0,4,4.0,331,6,2.0,126.0,1276,1,1,2.0,0.0,1.0,0,4.0,0.0,1.0,4.0,1.0,0.0,9.0,0,0,63.0
1125,0.0,2,2.0,331,4,1.0,126.0,1276,2,1,1.0,0.0,1.0,0,4.0,0.0,1.0,4.0,1.0,0.0,10.0,0,0,57.0
1125,15.0,4,5.0,169,7,2.0,126.0,1276,7,1,1.0,0.0,1.0,0,4.0,0.0,1.0,4.0,1.0,0.0,9.0,0,0,74.0
1125,15.0,6,4.0,354,8,3.0,126.0,1276,1,1,2.0,0.0,1.0,0,4.0,1.0,1.0,4.0,1.0,0.0,10.0,0,0,104.0
365,15.0,1,1.0,277,1,1.0,33.0,1780,5,2,3.0,0.0,1.0,1,3.0,1.0,0.0,4.0,0.0,1.0,10.0,0,0,35.0
1125,0.0,1,1.0,0,2,1.0,1.0,649,0,2,1.0,0.0,0.0,1,4.0,1.0,1.0,1.0,0.0,0.0,9.0,0,0,40.0
5,25.0,1,1.0,224,1,1.0,1.0,1863,7,2,1.5,0.0,1.0,1,4.0,1.0,1.0,4.0,1.0,0.0,10.0,0,0,31.0
200,30.0,2,2.0,77,3,1.0,1.0,2473,7,4,1.0,0.0,1.0,0,4.0,1.0,1.0,4.0,1.0,1.0,10.0,0,0,105.0
4,0.0,1,1.0,76,2,1.0,2.0,2824,32,3,1.0,0.0,1.0,0,4.0,0.0,1.0,4.0,1.0,1.0,10.0,0,0,47.0
1125,12.0,4,3.0,36,4,2.0,1.0,645,30,2,1.0,0.0,1.0,0,4.0,0.0,1.0,4.0,1.0,0.0,9.0,0,0,55.0
1000,10.0,4,2.0,97,4,2.0,1.0,646,37,3,1.0,0.0,1.0,0,4.0,1.0,1.0,4.0,1.0,1.0,9.0,0,0,60.0
1125,40.0,8,8.0,177,10,5.0,6.0,655,25,2,3.0,1.0,1.0,0,4.0,1.0,1.0,4.0,1.0,1.0,10.0,1,0,300.0
10,15.0,1,1.0,17,2,1.0,1.0,1870,0,2,1.0,0.0,1.0,1,1.0,0.0,1.0,4.0,0.0,0.0,10.0,0,0,30.0
1125,0.0,1,4.0,37,5,1.0,3.0,645,64,2,1.0,0.0,1.0,0,4.0,1.0,1.0,4.0,0.0,1.0,9.0,0,0,90.0
15,10.0,2,1.0,170,2,1.0,1.0,645,1,3,1.0,0.0,0.0,1,2.0,0.0,0.0,4.0,0.0,1.0,8.0,0,0,9.0
365,0.0,1,0.0,78,1,1.0,3.0,1037,9,1,1.0,0.0,0.0,1,4.0,0.0,1.0,4.0,0.0,1.0,10.0,0,0,45.0
1125,20.0,8,13.0,160,15,5.0,6.0,655,26,1,3.0,1.0,1.0,0,4.0,1.0,1.0,4.0,1.0,1.0,10.0,0,0,300.0
1125,15.0,4,4.0,11,5,2.0,2.0,645,0,1,1.0,1.0,1.0,0,4.0,0.0,1.0,4.0,1.0,0.0,8.0,0,0,70.0
90,0.0,1,1.0,164,2,0.0,17.0,778,22,2,1.0,0.0,0.0,0,4.0,1.0,1.0,4.0,1.0,1.0,8.0,0,0,55.0
14,0.0,1,1.0,67,2,1.0,1.0,1002,49,2,1.0,0.0,1.0,1,4.0,0.0,1.0,4.0,0.0,1.0,10.0,0,0,45.0
1125,0.0,1,1.0,0,2,1.0,2.0,859,0,1,1.0,0.0,1.0,0,4.0,1.0,1.0,4.0,0.0,1.0,9.0,0,0,87.0
1125,0.0,1,1.0,0,2,1.0,26.0,648,0,2,2.0,0.0,1.0,1,4.0,0.0,1.0,4.0,1.0,0.0,9.0,0,0,35.0
30,6.0,2,2.0,239,4,2.0,6.0,1220,107,1,1.0,1.0,1.0,0,4.0,0.0,1.0,4.0,1.0,1.0,9.0,0,0,59.0
1125,15.0,2,1.0,340,4,1.0,26.0,1651,65,1,1.0,0.0,1.0,0,4.0,1.0,1.0,4.0,0.0,1.0,9.0,0,0,105.0
1125,0.0,1,2.0,261,4,2.0,2.0,1491,5,3,1.0,0.0,1.0,0,3.0,1.0,1.0,4.0,1.0,0.0,10.0,1,0,100.0
1125,0.0,1,5.0,0,9,5.0,26.0,648,0,3,2.0,0.0,1.0,0,4.0,1.0,1.0,4.0,1.0,0.0,10.0,0,0,175.0
1125,0.0,1,1.0,0,2,1.0,3.0,1797,0,1,2.0,0.0,0.0,1,3.0,1.0,0.0,4.0,0.0,1.0,7.0,0,0,35.0
1125,0.0,1,1.0,0,2,1.0,1.0,644,0,2,1.0,0.0,0.0,1,4.0,0.0,1.0,4.0,0.0,0.0,9.0,0,0,32.0
1125,10.0,3,5.0,354,5,1.0,2.0,1498,33,1,1.0,0.0,1.0,0,3.0,1.0,1.0,4.0,1.0,1.0,9.0,0,0,65.0
1125,0.0,2,2.0,309,2,1.0,15.0,1731,6,7,1.0,1.0,0.0,0,4.0,1.0,1.0,4.0,0.0,1.0,10.0,0,0,85.0
1125,0.0,1,2.0,0,3,1.0,1.0,882,0,2,1.0,0.0,0.0,0,4.0,1.0,1.0,4.0,0.0,1.0,9.0,0,1,150.0
1125,0.0,1,1.0,0,2,1.0,1.0,2021,0,1,1.0,0.0,0.0,1,4.0,0.0,1.0,4.0,0.0,0.0,9.0,0,0,50.0
1125,25.0,1,1.0,0,2,1.0,2.0,2168,7,2,1.5,0.0,1.0,1,4.0,0.0,1.0,4.0,0.0,1.0,9.0,0,0,32.0
1125,8.0,2,2.0,124,4,2.0,1.0,644,32,1,1.0,1.0,1.0,0,4.0,1.0,1.0,4.0,0.0,1.0,10.0,0,0,93.0
1125,18.0,14,16.0,292,16,7.0,24.0,1214,0,1,1.0,0.0,1.0,1,2.0,1.0,1.0,4.0,0.0,1.0,9.0,0,0,398.0
1125,0.0,1,3.0,0,4,1.0,7.0,644,10,2,1.0,0.0,0.0,0,4.0,0.0,1.0,4.0,0.0,0.0,9.0,0,0,65.0
30,0.0,1,2.0,187,4,0.0,3.0,1260,45,3,1.0,0.0,1.0,0,4.0,1.0,0.0,4.0,0.0,1.0,9.0,0,0,80.0
45,0.0,1,1.0,34,2,1.0,4.0,1657,6,2,1.0,0.0,1.0,0,4.0,1.0,1.0,4.0,0.0,1.0,10.0,0,0,79.0
30,0.0,1,1.0,227,2,1.0,2.0,737,58,2,1.0,0.0,1.0,1,4.0,1.0,1.0,4.0,0.0,1.0,9.0,1,0,29.0
1125,0.0,1,1.0,0,2,1.0,3.0,1797,0,1,1.0,0.0,0.0,1,4.0,1.0,0.0,4.0,0.0,1.0,9.0,0,0,35.0
30,0.0,1,2.0,83,3,0.0,3.0,1260,36,3,1.0,0.0,1.0,0,4.0,1.0,0.0,4.0,0.0,1.0,9.0,0,0,60.0
45,0.0,1,3.0,10,4,2.0,4.0,1657,3,2,1.0,0.0,1.0,0,4.0,1.0,1.0,4.0,0.0,1.0,10.0,0,0,80.0
62,0.0,1,2.0,126,6,2.0,2.0,912,108,1,1.0,0.0,0.0,0,4.0,0.0,1.0,4.0,0.0,1.0,9.0,0,0,65.0
1125,15.0,2,1.0,359,2,1.0,1.0,1224,16,2,1.5,0.0,1.0,1,2.0,1.0,1.0,4.0,0.0,1.0,9.0,0,0,35.0
1125,0.0,1,2.0,143,2,1.0,24.0,1214,0,1,3.0,0.0,1.0,1,2.0,1.0,1.0,4.0,0.0,1.0,10.0,0,0,49.0
30,0.0,1,2.0,0,4,2.0,7.0,804,0,4,2.0,0.0,1.0,0,4.0,0.0,1.0,4.0,0.0,1.0,9.0,0,0,110.0
30,0.0,1,2.0,0,4,2.0,7.0,804,0,4,2.0,0.0,1.0,0,4.0,0.0,1.0,4.0,0.0,1.0,9.0,0,0,110.0
1124,25.0,6,5.0,319,7,3.0,10.0,2972,10,4,2.0,0.0,1.0,0,4.0,1.0,1.0,4.0,1.0,1.0,10.0,0,0,175.0
1125,0.0,1,2.0,0,2,1.0,1.0,1851,0,2,2.0,0.0,1.0,0,4.0,1.0,1.0,4.0,0.0,1.0,8.0,0,0,80.0
7,0.0,1,1.0,0,1,1.0,1.0,1951,0,1,1.0,0.0,0.0,1,4.0,0.0,1.0,4.0,0.0,1.0,10.0,0,0,14.0
1125,8.0,1,2.0,134,2,1.0,24.0,1214,0,1,3.0,0.0,1.0,1,2.0,1.0,1.0,4.0,0.0,1.0,9.0,0,0,49.0
10,0.0,1,1.0,0,1,1.0,1.0,701,0,2,1.0,0.0,0.0,1,2.0,0.0,1.0,4.0,0.0,1.0,9.0,0,0,18.0
28,0.0,1,2.0,143,4,1.0,100.0,1210,98,1,1.0,0.0,1.0,0,4.0,1.0,1.0,4.0,0.0,1.0,9.0,0,0,70.0
1125,20.0,4,4.0,107,4,2.0,1.0,644,48,2,1.0,0.0,1.0,0,4.0,1.0,1.0,4.0,0.0,1.0,9.0,0,0,99.0
90,0.0,1,1.0,185,4,1.0,17.0,778,5,2,2.0,0.0,0.0,0,4.0,1.0,1.0,4.0,1.0,1.0,7.0,0,0,82.0
1125,0.0,1,3.0,237,4,2.0,1.0,1788,9,7,1.0,0.0,1.0,0,4.0,0.0,0.0,4.0,1.0,1.0,9.0,0,0,65.0
90,0.0,1,1.0,185,4,1.0,17.0,778,8,2,2.0,0.0,0.0,0,4.0,1.0,1.0,4.0,1.0,1.0,8.0,0,0,87.0
1125,0.0,1,1.0,200,2,1.0,5.0,1687,2,90,1.0,0.0,1.0,0,4.0,1.0,1.0,4.0,0.0,1.0,10.0,0,0,35.0
90,0.0,1,1.0,103,4,1.0,17.0,778,23,2,1.0,0.0,0.0,0,4.0,1.0,1.0,4.0,1.0,1.0,9.0,0,0,73.0
180,0.0,1,1.0,363,1,1.0,3.0,643,0,30,1.5,0.0,1.0,1,4.0,1.0,1.0,4.0,1.0,0.0,9.0,0,0,60.0
1125,0.0,1,2.0,0,4,2.0,1.0,643,0,1,1.0,0.0,0.0,1,4.0,0.0,1.0,4.0,0.0,1.0,9.0,0,0,120.0
9,12.0,1,1.0,9,2,1.0,3.0,1513,3,2,1.0,0.0,1.0,1,3.0,1.0,1.0,4.0,0.0,1.0,10.0,0,0,37.0
1125,0.0,1,1.0,351,3,1.0,3.0,643,0,30,1.5,0.0,1.0,1,4.0,1.0,1.0,4.0,1.0,0.0,9.0,0,0,60.0
30,5.0,1,1.0,4,2,0.0,3.0,645,20,1,1.0,0.0,1.0,0,4.0,1.0,1.0,4.0,0.0,1.0,8.0,0,0,32.0
1125,10.0,1,3.0,169,5,2.0,7.0,3178,1,2,2.0,1.0,1.0,0,4.0,0.0,1.0,4.0,0.0,1.0,9.0,0,0,105.0
1125,9.0,2,3.0,131,4,1.0,24.0,1214,0,1,1.5,0.0,1.0,1,2.0,1.0,1.0,4.0,0.0,1.0,10.0,0,0,59.0
31,0.0,2,1.0,76,2,0.0,0.0,1765,30,2,1.0,0.0,1.0,0,4.0,0.0,1.0,4.0,0.0,1.0,9.0,1,0,75.0
1125,0.0,1,2.0,45,2,2.0,2.0,643,34,2,1.0,0.0,1.0,0,4.0,0.0,1.0,4.0,0.0,1.0,9.0,0,0,49.0
1125,25.0,1,1.0,269,2,1.0,1.0,2831,4,1,1.0,0.0,0.0,1,2.0,1.0,1.0,4.0,0.0,1.0,10.0,0,0,58.0
1125,0.0,1,1.0,0,1,1.0,1.0,1396,0,1,1.0,1.0,0.0,1,4.0,0.0,1.0,4.0,0.0,1.0,9.0,0,0,22.0
1125,0.0,1,5.0,0,10,5.0,26.0,648,0,3,2.0,0.0,1.0,0,4.0,1.0,1.0,4.0,1.0,0.0,10.0,0,0,300.0
1125,15.0,4,3.0,135,6,3.0,6.0,1220,38,1,2.0,1.0,1.0,0,4.0,1.0,1.0,4.0,1.0,1.0,9.0,0,0,94.0
1125,0.0,1,1.0,0,2,1.0,26.0,648,0,3,2.0,0.0,1.0,1,4.0,1.0,1.0,4.0,1.0,0.0,10.0,0,0,38.0
1125,0.0,1,1.0,0,2,1.0,26.0,648,0,2,2.0,0.0,0.0,1,4.0,1.0,1.0,4.0,0.0,0.0,8.0,0,0,40.0
1125,0.0,1,2.0,0,4,2.0,26.0,648,0,2,3.0,0.0,0.0,1,4.0,1.0,1.0,4.0,1.0,0.0,10.0,0,0,80.0
1124,15.0,4,4.0,306,6,2.0,5.0,1409,40,2,2.0,0.0,1.0,0,4.0,0.0,1.0,4.0,1.0,1.0,9.0,0,0,120.0
700,10.0,4,3.0,294,6,2.0,5.0,1099,21,2,2.0,0.0,1.0,0,4.0,1.0,1.0,4.0,1.0,1.0,9.0,1,0,130.0
14,0.0,1,1.0,0,2,1.0,1.0,1536,0,1,1.0,0.0,1.0,1,4.0,1.0,1.0,4.0,1.0,1.0,10.0,0,0,35.0
1125,0.0,1,2.0,0,4,1.0,4.0,1043,24,3,1.0,0.0,1.0,0,4.0,1.0,1.0,4.0,0.0,1.0,9.0,0,0,90.0
1125,15.0,2,3.0,22,4,2.0,1.0,642,11,2,1.0,0.0,1.0,0,4.0,1.0,1.0,4.0,1.0,0.0,10.0,0,0,91.0
1120,5.0,1,1.0,0,2,1.0,33.0,695,8,3,2.0,0.0,1.0,1,4.0,0.0,0.0,4.0,0.0,1.0,9.0,0,0,20.0
1120,5.0,1,1.0,0,2,1.0,33.0,695,3,3,2.0,0.0,1.0,1,4.0,0.0,0.0,4.0,0.0,1.0,10.0,0,0,20.0
300,5.0,3,2.0,316,4,1.0,2.0,1786,8,2,1.0,1.0,0.0,0,4.0,1.0,1.0,4.0,1.0,1.0,10.0,0,0,80.0
1120,5.0,1,1.0,0,2,1.0,33.0,695,13,3,2.0,0.0,1.0,1,4.0,0.0,0.0,4.0,0.0,1.0,9.0,0,0,20.0
1120,5.0,1,1.0,0,2,1.0,33.0,695,0,3,2.0,0.0,1.0,1,4.0,0.0,0.0,4.0,0.0,1.0,9.0,0,0,20.0
31,0.0,1,1.0,0,2,1.0,6.0,1707,0,1,1.0,0.0,1.0,1,4.0,0.0,0.0,4.0,1.0,1.0,9.0,0,0,20.0
1120,5.0,1,1.0,0,2,1.0,27.0,698,11,3,1.0,0.0,1.0,1,4.0,1.0,0.0,4.0,0.0,1.0,9.0,0,0,20.0
1120,5.0,1,1.0,0,2,1.0,27.0,698,14,3,1.0,0.0,1.0,1,4.0,1.0,0.0,4.0,0.0,1.0,9.0,0,0,20.0
1120,5.0,1,1.0,0,2,1.0,33.0,695,10,3,2.0,0.0,1.0,1,4.0,0.0,0.0,4.0,0.0,1.0,9.0,0,0,20.0
1120,5.0,1,1.0,0,2,1.0,33.0,695,10,3,2.0,0.0,1.0,1,4.0,0.0,0.0,4.0,0.0,1.0,9.0,0,0,20.0
1120,5.0,1,1.0,0,2,1.0,33.0,695,7,3,2.0,0.0,1.0,1,4.0,0.0,0.0,4.0,0.0,1.0,9.0,0,0,20.0
15,0.0,1,1.0,23,1,1.0,1.0,645,39,1,1.0,0.0,0.0,1,4.0,1.0,1.0,4.0,0.0,0.0,9.0,1,0,55.0
1125,8.0,2,4.0,131,1,1.0,24.0,1214,0,1,2.0,0.0,1.0,0,2.0,1.0,1.0,4.0,0.0,1.0,10.0,0,0,39.0
6,0.0,1,1.0,30,1,1.0,1.0,1877,0,1,1.0,0.0,1.0,1,4.0,1.0,1.0,4.0,0.0,1.0,9.0,0,0,40.0
1125,4.0,1,2.0,0,2,1.0,1.0,757,0,1,1.0,0.0,0.0,1,4.0,1.0,1.0,4.0,0.0,0.0,10.0,0,0,24.0
1125,0.0,1,1.0,0,2,1.0,1.0,1289,12,1,1.0,0.0,0.0,0,4.0,1.0,1.0,4.0,0.0,0.0,9.0,0,0,95.0
70,0.0,1,1.0,0,1,1.0,1.0,2164,0,20,1.0,0.0,0.0,1,4.0,0.0,1.0,4.0,0.0,1.0,9.0,0,0,16.0
20,0.0,1,0.0,364,1,1.0,1.0,676,5,1,1.0,0.0,0.0,1,4.0,1.0,1.0,4.0,0.0,0.0,9.0,0,0,25.0
60,20.0,3,2.0,51,4,1.0,1.0,641,34,2,1.5,0.0,1.0,1,4.0,1.0,1.0,4.0,0.0,1.0,9.0,0,0,48.0
1125,0.0,5,4.0,14,5,3.0,2.0,1374,3,5,2.0,1.0,1.0,0,4.0,1.0,1.0,1.0,1.0,0.0,10.0,0,0,150.0
15,20.0,3,1.0,323,2,0.0,2.0,1990,13,1,1.5,1.0,1.0,0,4.0,1.0,0.0,4.0,0.0,1.0,10.0,0,0,50.0
1125,0.0,1,1.0,76,1,1.0,3.0,2039,0,6,1.0,0.0,0.0,1,2.0,1.0,1.0,4.0,0.0,1.0,9.0,0,0,32.0
1125,0.0,1,2.0,0,4,2.0,1.0,2113,0,1,1.0,0.0,0.0,0,4.0,0.0,1.0,4.0,0.0,1.0,7.0,0,0,50.0
364,10.0,2,1.0,114,3,1.0,1.0,640,22,1,1.0,1.0,1.0,0,4.0,1.0,1.0,4.0,0.0,1.0,9.0,0,0,75.0
1124,10.0,2,3.0,62,4,2.0,1.0,640,31,1,1.0,1.0,1.0,0,4.0,1.0,1.0,4.0,0.0,1.0,10.0,0,0,69.0
365,0.0,1,0.0,149,2,1.0,1.0,640,21,1,1.0,1.0,1.0,0,4.0,1.0,0.0,4.0,0.0,1.0,9.0,0,0,59.0
1125,10.0,1,1.0,0,3,1.0,1.0,2481,0,2,1.0,0.0,1.0,0,4.0,1.0,1.0,4.0,0.0,1.0,9.0,0,0,45.0
1125,12.0,2,2.0,59,4,2.0,1.0,1320,37,3,1.0,0.0,1.0,0,4.0,1.0,1.0,4.0,1.0,1.0,10.0,0,0,80.0
1125,15.0,1,2.0,79,2,1.0,2.0,655,32,2,1.0,0.0,0.0,1,4.0,1.0,1.0,4.0,0.0,1.0,10.0,0,0,29.0
30,0.0,1,5.0,0,7,5.0,1.0,1250,0,2,1.0,0.0,0.0,0,4.0,0.0,1.0,4.0,0.0,0.0,10.0,0,0,75.0
1125,0.0,1,2.0,0,4,2.0,26.0,648,0,2,3.0,0.0,1.0,1,4.0,1.0,1.0,4.0,1.0,0.0,9.0,0,0,80.0
1125,0.0,1,1.0,0,2,1.0,26.0,648,0,2,3.0,0.0,1.0,1,4.0,1.0,1.0,4.0,1.0,0.0,10.0,0,0,38.0
30,0.0,1,1.0,0,2,1.0,1.0,1793,0,21,1.0,0.0,1.0,0,4.0,0.0,1.0,4.0,1.0,1.0,9.0,0,0,120.0
1125,15.0,2,2.0,346,4,1.0,11.0,1340,30,2,1.0,0.0,1.0,0,4.0,0.0,1.0,4.0,1.0,1.0,9.0,0,0,42.0
90,0.0,3,2.0,341,3,1.0,14.0,1736,27,2,1.0,0.0,1.0,0,4.0,1.0,1.0,4.0,1.0,1.0,9.0,0,0,65.0
1125,25.0,2,2.0,11,3,1.0,19.0,1290,0,5,1.0,1.0,0.0,0,4.0,1.0,1.0,4.0,0.0,0.0,9.0,1,0,105.0
1125,0.0,1,1.0,0,2,1.0,1.0,1632,4,3,1.0,0.0,1.0,1,2.0,0.0,1.0,4.0,1.0,1.0,10.0,0,0,30.0
30,0.0,3,2.0,287,4,2.0,3.0,1493,15,2,2.5,1.0,1.0,0,4.0,0.0,1.0,4.0,1.0,1.0,9.0,0,0,250.0
1125,0.0,1,2.0,65,4,2.0,19.0,1808,0,30,2.0,0.0,1.0,0,2.0,1.0,1.0,4.0,1.0,0.0,9.0,1,0,258.0
1125,0.0,4,6.0,344,6,3.0,1.0,639,16,1,1.0,0.0,1.0,0,4.0,0.0,1.0,4.0,0.0,1.0,8.0,0,0,60.0
1000,12.0,2,1.0,93,4,1.0,1.0,659,32,3,1.0,0.0,1.0,0,4.0,0.0,1.0,4.0,1.0,1.0,9.0,0,0,50.0
200,15.0,4,3.0,132,5,2.0,1.0,639,61,2,1.0,1.0,1.0,0,4.0,1.0,1.0,4.0,1.0,1.0,10.0,0,0,90.0
20,0.0,1,1.0,0,2,1.0,2.0,1725,14,2,2.0,0.0,0.0,1,4.0,1.0,1.0,4.0,0.0,1.0,10.0,0,0,31.0
1125,0.0,1,3.0,0,4,3.0,1.0,2149,0,2,1.0,0.0,0.0,0,4.0,0.0,1.0,4.0,0.0,0.0,10.0,0,0,41.0
1125,20.0,2,2.0,245,3,1.0,5.0,1295,43,2,1.0,0.0,1.0,0,4.0,0.0,1.0,4.0,0.0,1.0,10.0,0,0,75.0
1125,0.0,1,2.0,0,3,2.0,26.0,648,0,2,3.0,0.0,0.0,1,4.0,1.0,1.0,4.0,1.0,0.0,10.0,0,0,60.0
1125,0.0,1,1.0,0,2,1.0,26.0,648,0,2,3.0,0.0,0.0,1,4.0,1.0,1.0,4.0,1.0,0.0,10.0,0,0,35.0
1125,0.0,1,1.0,0,2,1.0,26.0,648,0,5,2.0,0.0,1.0,1,4.0,1.0,1.0,4.0,1.0,0.0,10.0,0,0,40.0
300,50.0,2,2.0,36,3,0.0,1.0,638,26,4,1.0,0.0,1.0,0,4.0,1.0,1.0,4.0,0.0,1.0,9.0,0,0,50.0
5,0.0,1,1.0,0,4,1.0,1.0,2169,0,4,1.0,0.0,1.0,0,4.0,0.0,1.0,4.0,0.0,0.0,10.0,0,0,80.0
1125,0.0,1,0.0,38,1,1.0,1.0,1722,46,1,1.0,0.0,1.0,1,4.0,0.0,1.0,4.0,0.0,0.0,9.0,0,0,15.0
1125,9.0,2,1.0,29,2,1.0,1.0,638,75,2,1.0,0.0,0.0,1,4.0,1.0,0.0,4.0,0.0,1.0,10.0,0,0,18.0
7,0.0,1,1.0,73,1,1.0,1.0,1089,20,1,1.0,0.0,0.0,1,4.0,1.0,0.0,4.0,0.0,1.0,10.0,0,0,26.0
1125,15.0,2,2.0,121,4,1.0,1.0,638,62,3,1.0,0.0,1.0,0,4.0,0.0,1.0,4.0,1.0,1.0,9.0,1,0,56.0
30,0.0,1,2.0,9,4,2.0,3.0,1260,23,3,1.0,0.0,1.0,0,4.0,1.0,1.0,4.0,0.0,1.0,9.0,0,0,80.0
1125,0.0,1,0.0,365,1,1.0,1.0,1372,0,1,1.0,0.0,0.0,1,1.0,0.0,1.0,4.0,0.0,0.0,9.0,0,0,280.0
16,0.0,1,1.0,39,2,1.0,13.0,1732,69,1,2.0,0.0,1.0,1,4.0,0.0,0.0,4.0,0.0,1.0,9.0,0,0,20.0
16,0.0,1,1.0,23,2,1.0,13.0,1732,73,1,2.0,0.0,1.0,1,4.0,0.0,0.0,4.0,0.0,1.0,8.0,0,0,20.0
3,0.0,1,1.0,4,2,1.0,13.0,1732,4,1,2.0,0.0,1.0,1,4.0,0.0,0.0,4.0,0.0,1.0,10.0,0,0,20.0
16,0.0,1,1.0,36,1,1.0,13.0,1732,70,1,2.0,0.0,1.0,1,4.0,0.0,0.0,4.0,0.0,1.0,9.0,0,0,20.0
16,0.0,1,1.0,66,1,1.0,13.0,1732,65,1,2.0,0.0,1.0,1,4.0,0.0,0.0,4.0,0.0,1.0,9.0,0,0,20.0
1125,0.0,1,1.0,351,2,1.0,7.0,1738,11,1,1.0,0.0,0.0,1,2.0,0.0,1.0,4.0,0.0,1.0,9.0,0,0,29.0
16,0.0,1,1.0,37,2,1.0,13.0,1732,60,1,2.0,0.0,1.0,1,4.0,0.0,0.0,4.0,0.0,1.0,7.0,0,0,20.0
16,0.0,1,1.0,65,1,1.0,13.0,1732,45,1,2.0,0.0,1.0,1,4.0,0.0,0.0,4.0,0.0,1.0,8.0,0,0,20.0
16,0.0,1,2.0,56,2,1.0,13.0,1732,59,1,2.0,0.0,1.0,0,4.0,0.0,0.0,4.0,0.0,1.0,9.0,0,0,20.0
16,0.0,1,2.0,42,2,1.0,13.0,1732,65,1,2.0,0.0,1.0,1,4.0,0.0,0.0,4.0,0.0,1.0,8.0,0,0,20.0
16,0.0,1,2.0,55,2,1.0,13.0,1732,79,1,2.0,0.0,1.0,0,4.0,0.0,0.0,4.0,0.0,1.0,8.0,0,0,20.0
1125,25.0,4,5.0,16,10,5.0,184.0,2216,6,3,2.0,0.0,1.0,0,4.0,0.0,1.0,4.0,1.0,1.0,9.0,0,0,150.0
1125,0.0,4,2.0,345,4,2.0,1.0,2576,43,1,1.0,0.0,1.0,0,4.0,0.0,1.0,4.0,0.0,1.0,9.0,0,0,63.0
1125,0.0,1,1.0,0,2,1.0,1.0,2074,30,1,1.0,0.0,1.0,0,3.0,0.0,1.0,4.0,0.0,1.0,9.0,0,0,72.0
1125,0.0,1,6.0,165,6,3.0,9.0,1556,30,2,1.0,0.0,1.0,0,4.0,1.0,1.0,4.0,0.0,1.0,9.0,0,0,85.0
1125,0.0,1,1.0,236,4,1.0,69.0,1253,0,1,1.0,0.0,1.0,0,4.0,1.0,1.0,4.0,1.0,1.0,10.0,0,0,2354.0
1125,20.0,1,1.0,242,2,1.0,15.0,1494,1,150,2.0,0.0,1.0,1,1.0,1.0,1.0,4.0,1.0,0.0,10.0,1,0,35.0
1124,12.0,2,1.0,89,4,1.0,1.0,637,35,3,1.0,0.0,1.0,0,4.0,0.0,1.0,4.0,1.0,1.0,9.0,0,0,70.0
55,0.0,1,1.0,46,1,1.0,3.0,842,1,3,2.0,0.0,1.0,1,3.0,1.0,1.0,4.0,0.0,0.0,10.0,0,0,22.0
1125,0.0,1,2.0,180,1,2.0,2.0,637,0,1,1.0,0.0,0.0,1,4.0,0.0,1.0,3.0,0.0,0.0,9.0,0,1,350.0
