maximum_nights,extra_people,guests_included,beds,availability_365,accommodates,bedrooms,host_listings_count,host_for,number_of_reviews_ltm,minimum_nights,bathrooms,secure,cleaning_fee,room_type_private_room,host_acceptance_rate,elevator,white_goods,host_response_rate,security_deposit,government,review_scores_value,area_name_salamanca,area_name_san_blas,price
1125,0.0,1,1.0,0,2,1.0,1.0,1037,0,1,1.0,0.0,0.0,0,4.0,1.0,1.0,4.0,0.0,0.0,8.0,0,0,85.0
1125,15.0,1,1.0,0,2,1.0,1.0,2154,0,2,1.0,0.0,0.0,1,4.0,0.0,1.0,4.0,0.0,1.0,10.0,1,0,38.0
1125,15.0,2,2.0,341,4,1.0,126.0,1276,3,1,1.0,0.0,1.0,0,4.0,0.0,1.0,4.0,1.0,0.0,8.0,0,0,52.0
90,15.0,4,3.0,115,6,2.0,3.0,2257,51,2,2.0,1.0,1.0,0,4.0,1.0,1.0,4.0,1.0,1.0,10.0,0,0,105.0
1125,15.0,6,5.0,175,10,3.0,126.0,1276,5,1,3.0,0.0,1.0,0,4.0,1.0,1.0,4.0,1.0,0.0,9.0,0,0,119.0
1125,0.0,4,3.0,347,6,2.0,126.0,1276,3,1,1.0,0.0,1.0,0,4.0,1.0,0.0,4.0,1.0,0.0,8.0,0,0,82.0
22,0.0,1,2.0,0,4,1.0,1.0,1288,0,6,1.0,0.0,0.0,0,4.0,0.0,1.0,4.0,0.0,1.0,9.0,0,0,100.0
1125,0.0,1,1.0,0,1,1.0,1.0,1689,0,2,1.0,0.0,0.0,1,4.0,1.0,1.0,4.0,0.0,1.0,10.0,0,0,20.0
1125,0.0,1,1.0,61,2,1.0,19.0,1808,0,30,1.0,0.0,1.0,0,2.0,0.0,1.0,4.0,1.0,0.0,9.0,1,0,155.0
1125,10.0,2,2.0,127,6,2.0,1.0,1042,64,3,2.0,0.0,1.0,0,4.0,1.0,1.0,4.0,1.0,1.0,9.0,0,0,99.0
1125,5.0,2,2.0,19,4,1.0,1.0,1777,38,3,1.0,0.0,1.0,0,4.0,1.0,1.0,4.0,1.0,1.0,9.0,0,0,45.0
1125,0.0,1,1.0,200,2,1.0,19.0,1808,1,30,2.0,0.0,1.0,0,2.0,0.0,1.0,4.0,1.0,0.0,2.0,1,0,155.0
1125,0.0,1,1.0,364,2,1.0,19.0,1808,0,30,1.0,0.0,1.0,0,2.0,1.0,1.0,4.0,1.0,0.0,9.0,0,0,205.0
1125,0.0,1,2.0,209,4,2.0,19.0,1808,0,30,2.0,0.0,1.0,0,2.0,0.0,1.0,4.0,1.0,0.0,9.0,0,0,260.0
15,0.0,1,1.0,125,4,1.0,1.0,1728,2,2,1.0,0.0,1.0,1,4.0,1.0,1.0,4.0,0.0,1.0,10.0,0,0,55.0
30,15.0,1,2.0,6,3,1.0,2.0,1695,10,1,1.5,0.0,1.0,0,4.0,0.0,0.0,4.0,1.0,0.0,9.0,0,0,75.0
1125,15.0,2,2.0,132,4,2.0,24.0,2831,60,1,1.0,0.0,1.0,0,4.0,1.0,1.0,4.0,1.0,0.0,10.0,0,0,80.0
7,10.0,1,1.0,0,2,1.0,1.0,1561,0,2,1.0,0.0,1.0,1,4.0,1.0,0.0,4.0,0.0,0.0,10.0,0,0,29.0
365,15.0,1,2.0,277,2,1.0,33.0,1780,0,2,2.0,0.0,1.0,1,3.0,0.0,0.0,4.0,0.0,1.0,10.0,0,0,52.0
30,0.0,1,1.0,2,2,0.0,2.0,1450,59,2,1.0,0.0,1.0,0,4.0,0.0,1.0,4.0,0.0,1.0,9.0,0,0,40.0
1125,15.0,1,1.0,0,2,1.0,1.0,1099,0,1,1.0,0.0,0.0,1,4.0,0.0,1.0,4.0,0.0,1.0,9.0,0,0,25.0
365,15.0,1,2.0,102,2,1.0,33.0,1780,1,25,3.0,0.0,1.0,1,3.0,0.0,0.0,4.0,0.0,1.0,9.0,0,0,55.0
1125,35.0,7,3.0,3,6,2.0,10.0,2006,17,1,1.0,0.0,1.0,0,4.0,0.0,1.0,4.0,1.0,0.0,9.0,0,0,66.0
1125,10.0,2,4.0,330,4,2.0,9.0,2739,0,5,1.0,1.0,1.0,0,4.0,1.0,1.0,4.0,1.0,1.0,9.0,0,0,90.0
365,0.0,1,1.0,321,2,0.0,54.0,3067,3,3,1.0,0.0,1.0,0,4.0,1.0,1.0,4.0,1.0,1.0,9.0,0,0,83.0
1125,0.0,1,2.0,0,2,0.0,1.0,2475,0,2,1.0,0.0,0.0,0,2.0,0.0,1.0,4.0,0.0,1.0,10.0,0,0,300.0
1125,15.0,2,2.0,142,3,1.0,0.0,1035,20,2,1.0,0.0,1.0,0,4.0,1.0,1.0,4.0,0.0,1.0,9.0,0,0,70.0
30,0.0,6,4.0,30,6,3.0,58.0,2336,10,1,3.0,0.0,1.0,0,4.0,1.0,1.0,4.0,0.0,1.0,9.0,1,0,443.0
1125,0.0,1,1.0,178,1,1.0,2.0,1684,4,5,1.0,0.0,0.0,1,3.0,0.0,0.0,2.0,0.0,1.0,10.0,0,0,22.0
1125,0.0,1,4.0,180,4,2.0,19.0,1808,0,30,2.0,0.0,1.0,0,2.0,0.0,1.0,4.0,1.0,0.0,9.0,1,0,181.0
60,0.0,1,1.0,178,2,1.0,2.0,1684,2,4,1.0,0.0,0.0,1,3.0,0.0,1.0,2.0,0.0,1.0,8.0,0,0,45.0
999,5.0,5,3.0,239,5,2.0,1.0,1035,47,2,2.0,0.0,1.0,0,4.0,1.0,1.0,4.0,1.0,1.0,9.0,0,0,135.0
1125,0.0,2,1.0,231,2,0.0,6.0,1386,64,1,1.0,0.0,1.0,0,4.0,0.0,1.0,4.0,1.0,1.0,9.0,0,0,54.0
30,8.0,2,2.0,138,3,1.0,1.0,1211,43,3,1.0,0.0,1.0,0,4.0,0.0,1.0,4.0,1.0,1.0,9.0,0,0,75.0
4,0.0,1,1.0,0,1,1.0,1.0,1035,0,2,1.0,0.0,0.0,1,3.0,1.0,1.0,4.0,0.0,1.0,10.0,0,0,30.0
1125,0.0,1,3.0,42,3,2.0,1.0,1483,19,2,1.0,0.0,1.0,0,4.0,0.0,1.0,4.0,0.0,1.0,8.0,0,0,47.0
5,20.0,2,1.0,179,2,1.0,1.0,1133,3,2,1.0,0.0,1.0,1,1.0,1.0,1.0,4.0,0.0,1.0,9.0,0,0,70.0
1125,10.0,2,2.0,252,4,1.0,64.0,1174,40,1,1.0,0.0,0.0,0,4.0,1.0,1.0,4.0,1.0,1.0,9.0,0,0,116.0
1125,0.0,6,3.0,253,6,2.0,64.0,1174,6,1,1.0,0.0,0.0,0,4.0,1.0,1.0,4.0,1.0,1.0,9.0,0,0,137.0
90,20.0,3,3.0,298,5,2.0,32.0,3249,8,5,1.0,1.0,1.0,0,4.0,0.0,1.0,4.0,1.0,1.0,10.0,1,0,280.0
1125,20.0,2,1.0,109,4,1.0,3.0,2149,32,3,1.0,0.0,1.0,0,4.0,0.0,1.0,4.0,0.0,1.0,10.0,0,0,75.0
1125,0.0,1,1.0,149,2,1.0,2.0,1102,49,1,1.0,0.0,1.0,1,4.0,0.0,0.0,4.0,0.0,0.0,10.0,0,0,25.0
1125,11.0,1,1.0,0,2,1.0,1.0,1035,0,1,1.0,0.0,1.0,1,4.0,1.0,1.0,4.0,1.0,1.0,10.0,0,0,29.0
1125,69.0,1,1.0,365,2,1.0,7.0,2820,5,1,1.0,0.0,1.0,1,4.0,0.0,1.0,4.0,1.0,1.0,9.0,0,0,58.0
1125,0.0,1,2.0,0,2,0.0,1.0,1035,0,2,1.0,0.0,1.0,0,4.0,0.0,1.0,1.0,0.0,0.0,10.0,0,0,54.0
1125,10.0,4,4.0,46,8,3.0,1.0,1362,6,1,2.0,0.0,1.0,0,4.0,1.0,1.0,4.0,0.0,1.0,9.0,0,0,85.0
1125,0.0,1,3.0,345,4,2.0,3.0,1390,24,2,1.0,0.0,1.0,0,4.0,0.0,1.0,4.0,0.0,1.0,9.0,0,0,100.0
4,0.0,1,1.0,0,2,1.0,1.0,2101,0,1,1.0,0.0,0.0,1,4.0,0.0,0.0,4.0,0.0,1.0,9.0,0,0,100.0
60,15.0,2,2.0,47,4,1.0,1.0,1034,7,2,1.0,1.0,1.0,0,3.0,1.0,1.0,4.0,1.0,0.0,9.0,0,0,89.0
5,5.0,1,1.0,0,2,1.0,2.0,1625,0,2,1.0,0.0,1.0,1,1.0,0.0,1.0,4.0,0.0,1.0,9.0,0,0,40.0
1125,15.0,3,2.0,355,5,2.0,126.0,1276,2,1,2.0,0.0,1.0,0,4.0,0.0,1.0,4.0,1.0,0.0,9.0,0,0,53.0
1125,30.0,5,3.0,155,4,3.0,1.0,1762,3,2,2.0,1.0,1.0,0,3.0,0.0,1.0,4.0,1.0,1.0,9.0,0,0,130.0
1125,15.0,2,3.0,117,5,2.0,1.0,1034,52,2,1.0,0.0,1.0,0,4.0,0.0,1.0,4.0,1.0,1.0,9.0,0,0,100.0
365,11.0,2,3.0,316,5,2.0,54.0,3067,6,3,1.0,0.0,1.0,0,4.0,1.0,1.0,4.0,1.0,1.0,9.0,0,0,115.0
1124,15.0,2,1.0,111,2,1.0,82.0,1861,22,1,1.0,0.0,1.0,0,4.0,0.0,1.0,4.0,1.0,0.0,9.0,0,0,57.0
1125,20.0,1,1.0,0,2,1.0,1.0,2191,0,2,1.0,0.0,1.0,0,2.0,0.0,1.0,4.0,0.0,1.0,8.0,0,0,50.0
1124,15.0,2,1.0,119,4,1.0,82.0,1861,17,1,1.0,0.0,1.0,0,4.0,0.0,1.0,4.0,1.0,0.0,9.0,0,0,55.0
31,10.0,4,5.0,17,6,3.0,1.0,1464,1,2,2.0,1.0,1.0,0,2.0,1.0,1.0,4.0,0.0,1.0,9.0,0,0,200.0
1125,10.0,2,2.0,289,4,1.0,64.0,1174,13,1,1.0,0.0,0.0,0,4.0,1.0,1.0,4.0,1.0,1.0,10.0,0,0,108.0
1125,12.0,2,1.0,0,2,1.0,2.0,2540,0,2,1.0,0.0,1.0,1,2.0,1.0,1.0,4.0,0.0,1.0,9.0,0,0,20.0
120,0.0,1,2.0,172,3,2.0,2.0,1806,7,14,1.0,0.0,1.0,0,4.0,0.0,1.0,4.0,1.0,1.0,9.0,0,0,120.0
365,20.0,2,4.0,331,6,2.0,2.0,1033,17,2,1.0,0.0,1.0,0,4.0,0.0,1.0,4.0,1.0,1.0,9.0,0,0,75.0
1125,15.0,4,3.0,312,6,2.0,25.0,2650,2,2,2.0,0.0,1.0,0,4.0,0.0,1.0,4.0,1.0,1.0,9.0,0,0,150.0
2,0.0,1,1.0,0,2,0.0,1.0,1142,0,1,1.0,0.0,0.0,1,4.0,0.0,0.0,4.0,0.0,1.0,9.0,0,0,50.0
1125,30.0,1,2.0,246,16,11.0,20.0,1407,0,2,4.0,0.0,1.0,1,3.0,1.0,1.0,4.0,1.0,1.0,9.0,0,0,45.0
1125,20.0,2,1.0,203,3,1.0,2.0,1259,12,1,1.0,0.0,1.0,0,4.0,1.0,1.0,4.0,1.0,1.0,10.0,0,0,75.0
30,20.0,1,1.0,232,1,1.0,2.0,1267,20,1,1.0,0.0,1.0,1,4.0,1.0,1.0,4.0,0.0,0.0,9.0,1,0,28.0
10,0.0,1,2.0,0,3,2.0,1.0,1870,0,3,1.0,0.0,0.0,0,4.0,1.0,1.0,2.0,1.0,1.0,9.0,0,0,115.0
1125,25.0,1,0.0,264,1,1.0,20.0,1407,0,1,6.0,0.0,1.0,1,3.0,0.0,0.0,4.0,1.0,1.0,10.0,0,0,38.0
1125,0.0,1,1.0,0,2,0.0,1.0,1746,0,15,1.0,1.0,0.0,0,4.0,0.0,1.0,4.0,0.0,0.0,9.0,0,0,100.0
1125,10.0,2,2.0,297,4,1.0,64.0,1174,4,1,1.0,0.0,0.0,0,4.0,1.0,1.0,4.0,1.0,1.0,10.0,0,0,116.0
1125,0.0,6,3.0,250,6,2.0,64.0,1174,3,1,1.0,0.0,0.0,0,4.0,1.0,1.0,4.0,1.0,1.0,10.0,0,0,137.0
20,40.0,2,2.0,246,2,1.0,20.0,1407,1,2,5.0,0.0,1.0,0,3.0,1.0,1.0,4.0,1.0,1.0,8.0,0,0,89.0
1125,20.0,2,4.0,339,6,2.0,2.0,1033,15,2,1.0,0.0,1.0,0,4.0,0.0,1.0,4.0,1.0,1.0,9.0,0,0,62.0
1125,0.0,1,2.0,0,4,2.0,2.0,2078,0,2,1.0,0.0,0.0,0,4.0,1.0,1.0,4.0,1.0,0.0,7.0,0,0,179.0
1125,0.0,1,1.0,360,2,0.0,5.0,1979,14,1,1.0,0.0,0.0,1,4.0,0.0,0.0,4.0,0.0,1.0,9.0,0,0,42.0
1125,40.0,2,1.0,4,4,2.0,1.0,2205,0,2,2.0,0.0,1.0,0,4.0,1.0,1.0,4.0,0.0,1.0,10.0,1,0,200.0
1125,0.0,2,2.0,120,4,2.0,8.0,2301,75,2,2.0,0.0,1.0,0,4.0,1.0,1.0,4.0,1.0,1.0,10.0,0,0,120.0
1125,0.0,1,2.0,49,2,0.0,3.0,1193,108,2,1.0,0.0,1.0,0,4.0,1.0,0.0,4.0,0.0,1.0,9.0,0,0,45.0
7,0.0,1,1.0,0,2,1.0,1.0,2766,0,3,1.0,0.0,0.0,1,4.0,0.0,1.0,4.0,0.0,1.0,9.0,1,0,95.0
1125,15.0,4,4.0,271,6,2.0,10.0,1069,9,1,2.0,0.0,0.0,0,4.0,0.0,1.0,4.0,1.0,0.0,9.0,0,0,116.0
1125,0.0,1,5.0,0,6,3.0,1.0,1031,0,2,2.0,0.0,1.0,0,4.0,1.0,1.0,3.0,1.0,1.0,9.0,1,0,99.0
1125,25.0,1,1.0,365,2,1.0,8.0,1255,12,3,1.0,0.0,1.0,1,4.0,1.0,1.0,4.0,0.0,1.0,9.0,0,0,35.0
30,10.0,2,1.0,0,3,1.0,10.0,2952,10,2,1.0,0.0,1.0,0,4.0,1.0,1.0,4.0,0.0,1.0,9.0,0,0,75.0
1125,0.0,1,1.0,51,2,1.0,1.0,1116,2,1,1.0,0.0,1.0,0,4.0,0.0,1.0,4.0,1.0,1.0,10.0,0,0,100.0
15,10.0,2,3.0,0,3,1.0,1.0,1031,0,2,1.0,0.0,1.0,0,4.0,1.0,1.0,4.0,0.0,1.0,10.0,0,0,1000.0
1125,0.0,1,3.0,261,5,3.0,5.0,2004,3,28,1.0,0.0,1.0,0,4.0,0.0,1.0,4.0,1.0,1.0,8.0,0,0,90.0
365,30.0,1,1.0,308,2,1.0,3.0,2856,6,15,1.0,0.0,1.0,1,4.0,1.0,0.0,4.0,0.0,1.0,10.0,0,0,37.0
30,0.0,1,1.0,365,2,1.0,1.0,1031,0,2,1.0,0.0,0.0,1,4.0,1.0,0.0,4.0,0.0,0.0,9.0,0,0,200.0
90,0.0,6,4.0,365,6,3.0,21.0,1361,0,3,1.0,0.0,1.0,0,1.0,1.0,1.0,4.0,0.0,1.0,9.0,0,0,99.0
40,20.0,1,1.0,0,2,1.0,2.0,1070,0,3,1.0,0.0,1.0,1,4.0,0.0,1.0,4.0,1.0,1.0,9.0,0,0,35.0
90,0.0,1,1.0,158,4,1.0,1.0,1030,44,2,1.0,0.0,1.0,0,4.0,1.0,1.0,4.0,1.0,1.0,9.0,0,0,60.0
1125,0.0,1,0.0,364,1,1.0,2.0,1030,6,2,1.5,0.0,0.0,1,4.0,0.0,1.0,4.0,0.0,0.0,9.0,0,0,35.0
1125,0.0,1,2.0,0,3,0.0,1.0,1395,0,2,1.0,0.0,0.0,0,4.0,1.0,1.0,4.0,0.0,0.0,9.0,0,0,110.0
27,0.0,1,1.0,364,1,1.0,1.0,1772,3,2,1.0,1.0,0.0,1,4.0,1.0,1.0,4.0,0.0,1.0,9.0,0,0,117.0
1125,0.0,1,2.0,0,5,2.0,2.0,1639,0,2,1.0,0.0,1.0,0,4.0,0.0,1.0,4.0,0.0,1.0,9.0,0,0,115.0
1125,0.0,1,1.0,0,2,1.0,1.0,1030,0,1,1.0,0.0,0.0,1,3.0,0.0,1.0,4.0,0.0,0.0,10.0,0,0,15.0
7,10.0,3,1.0,0,3,0.0,1.0,2896,0,2,1.0,0.0,0.0,0,4.0,0.0,1.0,4.0,0.0,1.0,8.0,0,0,40.0
1125,10.0,1,1.0,80,2,1.0,1.0,1309,0,2,1.0,0.0,0.0,1,2.0,1.0,1.0,4.0,0.0,0.0,10.0,0,0,30.0
15,0.0,1,1.0,2,1,1.0,0.0,2131,8,2,1.0,0.0,1.0,1,4.0,1.0,1.0,4.0,1.0,1.0,10.0,0,0,35.0
30,0.0,1,2.0,100,4,2.0,1.0,1562,45,2,1.0,0.0,1.0,0,4.0,1.0,1.0,4.0,1.0,1.0,9.0,0,0,87.0
1125,0.0,1,1.0,143,1,1.0,9.0,2766,1,60,1.0,0.0,0.0,0,3.0,0.0,1.0,4.0,1.0,1.0,10.0,0,0,55.0
1125,0.0,1,4.0,297,6,3.0,19.0,1808,0,30,2.0,0.0,1.0,0,2.0,1.0,1.0,4.0,1.0,0.0,9.0,1,0,258.0
1125,0.0,1,2.0,108,3,2.0,9.0,2766,6,7,1.0,0.0,0.0,0,3.0,0.0,1.0,4.0,0.0,1.0,9.0,0,0,65.0
1125,30.0,2,1.0,58,4,2.0,10.0,2825,19,2,2.0,1.0,1.0,0,4.0,0.0,1.0,4.0,1.0,1.0,10.0,0,0,140.0
1125,10.0,2,3.0,214,3,1.0,1.0,1030,22,2,1.0,0.0,0.0,1,4.0,0.0,1.0,4.0,0.0,1.0,10.0,0,0,34.0
10,0.0,1,4.0,0,4,2.0,3.0,1408,0,1,1.5,1.0,1.0,1,4.0,0.0,1.0,3.0,1.0,1.0,6.0,0,0,59.0
1125,10.0,2,3.0,0,4,0.0,1.0,1030,0,1,1.0,0.0,0.0,0,4.0,0.0,1.0,4.0,0.0,1.0,9.0,0,0,45.0
1125,0.0,1,1.0,22,2,1.0,4.0,1046,24,2,1.0,0.0,0.0,1,4.0,0.0,1.0,4.0,0.0,1.0,10.0,0,0,59.0
30,20.0,4,2.0,89,4,1.0,1.0,1030,0,6,1.0,0.0,1.0,0,1.0,1.0,1.0,4.0,1.0,0.0,9.0,0,0,300.0
365,15.0,1,2.0,102,2,1.0,33.0,1780,1,24,3.0,0.0,1.0,1,3.0,1.0,1.0,4.0,0.0,1.0,10.0,0,0,60.0
365,15.0,1,2.0,102,2,1.0,33.0,1780,5,3,4.0,0.0,1.0,1,3.0,1.0,1.0,4.0,0.0,1.0,9.0,0,0,55.0
1125,14.0,2,2.0,120,3,0.0,4.0,1030,50,1,1.0,0.0,1.0,0,4.0,0.0,1.0,4.0,1.0,1.0,8.0,0,0,48.0
1125,20.0,1,2.0,200,1,2.0,2.0,1536,8,2,1.0,0.0,1.0,1,4.0,0.0,1.0,4.0,0.0,1.0,9.0,0,0,25.0
1125,0.0,1,2.0,21,2,1.0,4.0,1046,14,2,1.0,0.0,0.0,1,4.0,0.0,1.0,4.0,0.0,1.0,10.0,0,0,59.0
1125,0.0,1,2.0,24,2,1.0,4.0,1046,21,2,1.0,0.0,0.0,1,4.0,0.0,1.0,4.0,0.0,1.0,10.0,0,0,59.0
1125,0.0,1,1.0,96,2,1.0,2.0,2095,0,1,1.5,1.0,0.0,1,2.0,1.0,1.0,4.0,0.0,0.0,8.0,0,0,60.0
365,16.0,1,2.0,286,2,1.0,1.0,1038,36,1,1.5,0.0,1.0,1,4.0,1.0,1.0,4.0,0.0,1.0,9.0,0,0,35.0
1125,0.0,1,1.0,0,2,0.0,1.0,1489,0,1,1.0,1.0,0.0,0,4.0,0.0,1.0,4.0,0.0,1.0,9.0,1,0,99.0
29,20.0,1,1.0,0,1,1.0,3.0,1029,11,3,1.0,0.0,1.0,1,4.0,0.0,1.0,4.0,1.0,1.0,10.0,0,0,25.0
1125,15.0,1,2.0,0,3,1.0,1.0,1530,0,2,1.0,0.0,1.0,1,2.0,0.0,1.0,4.0,1.0,1.0,10.0,0,0,23.0
10,0.0,1,1.0,0,2,1.0,1.0,2480,0,5,1.0,0.0,1.0,0,4.0,0.0,1.0,4.0,1.0,1.0,9.0,0,0,115.0
1125,0.0,1,2.0,0,2,1.0,1.0,1431,0,1,1.0,0.0,0.0,1,4.0,0.0,0.0,4.0,0.0,0.0,10.0,1,0,40.0
3,0.0,1,1.0,0,1,1.0,1.0,1029,0,2,1.0,0.0,0.0,1,4.0,1.0,1.0,2.0,0.0,0.0,9.0,0,0,110.0
360,0.0,1,1.0,169,2,1.0,9.0,2766,0,3,1.0,0.0,0.0,0,3.0,0.0,1.0,4.0,0.0,1.0,10.0,0,0,55.0
1125,10.0,2,3.0,1,3,1.0,11.0,1232,14,1,1.0,0.0,1.0,1,4.0,0.0,1.0,4.0,1.0,1.0,9.0,0,0,40.0
1125,0.0,1,2.0,242,4,2.0,4.0,1589,47,1,2.0,0.0,1.0,0,4.0,0.0,0.0,4.0,1.0,1.0,9.0,0,0,71.0
1125,0.0,1,6.0,294,12,4.0,6.0,1895,32,2,3.5,0.0,1.0,0,4.0,0.0,1.0,4.0,1.0,1.0,9.0,0,0,410.0
1125,35.0,1,1.0,0,2,1.0,6.0,2573,2,15,1.0,0.0,0.0,1,3.0,0.0,1.0,4.0,0.0,1.0,10.0,0,0,50.0
1125,10.0,2,1.0,1,2,1.0,11.0,1232,21,1,1.0,0.0,1.0,1,4.0,0.0,1.0,4.0,0.0,1.0,9.0,0,0,40.0
1125,10.0,2,4.0,1,5,1.0,11.0,1232,14,1,1.0,0.0,1.0,1,4.0,0.0,1.0,4.0,0.0,1.0,9.0,0,0,40.0
1125,0.0,1,2.0,322,2,1.0,19.0,1808,0,30,1.0,0.0,1.0,0,2.0,0.0,1.0,4.0,1.0,0.0,9.0,0,0,129.0
7,0.0,1,1.0,0,1,1.0,1.0,1626,0,1,1.0,0.0,0.0,1,4.0,1.0,1.0,4.0,0.0,1.0,9.0,0,0,13.0
365,35.0,4,4.0,70,10,4.0,3.0,1354,25,2,2.0,0.0,1.0,0,4.0,0.0,1.0,4.0,1.0,1.0,10.0,0,0,164.0
1125,35.0,2,1.0,330,3,1.0,1.0,1168,6,2,1.5,0.0,1.0,0,3.0,1.0,1.0,4.0,1.0,1.0,9.0,0,0,104.0
1125,0.0,8,6.0,279,8,4.0,6.0,1037,25,1,3.0,0.0,1.0,0,4.0,1.0,1.0,4.0,1.0,0.0,10.0,0,0,250.0
1125,13.0,2,2.0,0,4,2.0,1.0,1029,0,2,2.0,0.0,1.0,1,4.0,0.0,1.0,4.0,0.0,0.0,10.0,0,0,50.0
1125,0.0,1,2.0,36,2,0.0,3.0,1193,132,1,1.0,0.0,1.0,0,4.0,1.0,0.0,4.0,0.0,1.0,10.0,0,0,38.0
10,0.0,1,1.0,0,2,1.0,1.0,1029,0,2,1.0,1.0,0.0,0,4.0,0.0,1.0,2.0,0.0,0.0,9.0,0,0,150.0
30,0.0,1,2.0,0,4,2.0,1.0,1792,0,3,1.0,0.0,0.0,0,4.0,0.0,1.0,4.0,0.0,1.0,9.0,0,0,250.0
1125,11.0,2,3.0,0,4,1.0,1.0,1029,0,3,1.0,1.0,1.0,0,1.0,0.0,1.0,4.0,1.0,1.0,9.0,0,0,69.0
8,0.0,1,1.0,0,2,1.0,1.0,1814,0,1,1.0,0.0,1.0,1,4.0,0.0,1.0,4.0,0.0,0.0,10.0,0,0,100.0
7,0.0,1,1.0,0,2,1.0,1.0,1080,0,3,1.0,0.0,0.0,0,3.0,0.0,0.0,4.0,0.0,1.0,9.0,0,0,80.0
1125,20.0,1,2.0,353,3,1.0,4.0,1029,31,2,1.0,0.0,1.0,0,4.0,1.0,1.0,4.0,0.0,1.0,9.0,0,0,50.0
1125,0.0,1,1.0,0,1,1.0,2.0,2676,0,5,2.5,0.0,1.0,1,4.0,1.0,1.0,4.0,1.0,1.0,10.0,0,0,30.0
1125,15.0,2,2.0,0,3,1.0,1.0,1571,29,1,1.0,0.0,1.0,0,4.0,0.0,1.0,4.0,1.0,1.0,10.0,0,0,55.0
1125,0.0,8,4.0,164,8,4.0,1.0,1028,38,1,2.5,0.0,0.0,0,4.0,0.0,0.0,4.0,1.0,1.0,10.0,0,0,297.0
1125,25.0,1,1.0,0,1,1.0,20.0,1407,1,1,8.0,0.0,1.0,1,3.0,1.0,1.0,4.0,1.0,1.0,9.0,0,0,40.0
1125,0.0,1,2.0,0,3,2.0,1.0,1030,0,1,1.0,0.0,0.0,1,4.0,0.0,1.0,4.0,0.0,0.0,9.0,0,0,150.0
20,0.0,2,1.0,69,2,1.0,2.0,1028,46,1,1.0,0.0,1.0,0,4.0,0.0,1.0,4.0,1.0,1.0,8.0,0,0,75.0
5,0.0,1,3.0,0,6,2.0,1.0,1359,0,3,1.0,0.0,1.0,0,4.0,1.0,1.0,4.0,0.0,0.0,10.0,0,0,80.0
1125,0.0,1,1.0,0,2,1.0,1.0,1723,0,2,1.0,0.0,0.0,0,3.0,1.0,1.0,4.0,0.0,1.0,10.0,0,0,32.0
10,0.0,1,3.0,0,5,3.0,1.0,1028,0,7,2.0,0.0,0.0,0,4.0,1.0,1.0,4.0,0.0,0.0,9.0,1,0,310.0
1125,0.0,1,1.0,0,1,1.0,1.0,1028,0,1,1.0,0.0,0.0,1,4.0,1.0,1.0,4.0,0.0,0.0,9.0,0,0,10.0
1125,0.0,1,1.0,0,3,1.0,1.0,1028,0,3,1.0,0.0,1.0,0,4.0,1.0,1.0,4.0,1.0,0.0,9.0,0,0,153.0
31,15.0,4,3.0,207,6,3.0,3.0,1589,30,5,2.0,0.0,1.0,0,4.0,0.0,1.0,4.0,1.0,1.0,10.0,0,0,99.0
1125,5.0,2,3.0,45,5,3.0,1.0,1028,49,2,2.0,0.0,1.0,0,4.0,0.0,1.0,4.0,1.0,1.0,9.0,0,0,57.0
1125,0.0,1,1.0,0,1,1.0,1.0,2257,0,2,1.0,0.0,0.0,1,4.0,1.0,1.0,4.0,0.0,1.0,9.0,0,0,25.0
300,5.0,2,2.0,141,4,1.0,6.0,2121,21,14,1.0,0.0,0.0,0,4.0,0.0,1.0,4.0,1.0,1.0,10.0,0,0,55.0
1125,0.0,1,1.0,47,2,1.0,2.0,2155,2,14,1.0,0.0,1.0,0,4.0,1.0,1.0,4.0,1.0,1.0,10.0,0,0,50.0
1125,30.0,4,2.0,276,6,2.0,1.0,1027,21,2,1.0,0.0,1.0,0,4.0,1.0,1.0,4.0,0.0,1.0,9.0,0,0,78.0
15,15.0,2,3.0,0,3,2.0,1.0,1751,0,2,1.0,0.0,1.0,0,4.0,1.0,1.0,4.0,1.0,1.0,10.0,0,0,60.0
1125,10.0,1,1.0,106,1,1.0,1.0,1667,12,4,1.0,0.0,0.0,1,4.0,1.0,1.0,4.0,0.0,0.0,10.0,1,0,60.0
1125,0.0,1,1.0,25,2,1.0,20.0,1027,3,1,1.0,0.0,1.0,0,4.0,0.0,1.0,4.0,1.0,0.0,9.0,0,0,40.0
300,15.0,4,3.0,70,6,2.0,1.0,1049,46,2,2.0,1.0,1.0,0,4.0,1.0,1.0,4.0,1.0,1.0,9.0,0,0,120.0
1125,0.0,1,2.0,3,4,1.0,20.0,1027,1,1,1.0,0.0,1.0,0,4.0,1.0,1.0,4.0,1.0,0.0,10.0,1,0,40.0
1125,0.0,1,5.0,2,6,2.0,20.0,1027,15,1,2.0,0.0,1.0,0,4.0,1.0,1.0,4.0,1.0,0.0,10.0,1,0,50.0
1125,0.0,1,4.0,4,5,2.0,20.0,1027,5,1,3.0,0.0,1.0,0,4.0,1.0,1.0,4.0,1.0,0.0,10.0,1,0,50.0
1125,0.0,1,2.0,3,2,1.0,20.0,1027,1,1,1.0,0.0,1.0,0,4.0,1.0,1.0,4.0,1.0,0.0,6.0,1,0,40.0
